epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,6719.46,0.54391,0.50957,1.08029,0.90872,0.84619,0.91371,0.77556,0.62897,0.55208,1.14795,3.58064e-05,3.58064e-05,3.58064e-05
90,6798.08,0.53929,0.50773,1.07511,0.91073,0.85029,0.91932,0.78485,0.61922,0.54571,1.13316,3.30542e-05,3.30542e-05,3.30542e-05
91,6903.91,0.45091,0.29812,1.053,0.92636,0.85538,0.92588,0.79695,0.60644,0.52139,1.11167,3.0302e-05,3.0302e-05,3.0302e-05
92,6982.29,0.41404,0.26424,1.01647,0.90011,0.88598,0.92752,0.7992,0.59594,0.50956,1.10414,2.75498e-05,2.75498e-05,2.75498e-05
93,7060.72,0.40888,0.25711,1.01616,0.91516,0.87943,0.933,0.80638,0.58697,0.50036,1.09275,2.47976e-05,2.47976e-05,2.47976e-05
94,7139.56,0.40043,0.25103,1.00802,0.91359,0.88084,0.93551,0.81024,0.58761,0.49386,1.10099,2.20454e-05,2.20454e-05,2.20454e-05
95,7217.72,0.39164,0.25027,1.00024,0.90825,0.89059,0.94016,0.81411,0.58316,0.4861,1.10102,1.92932e-05,1.92932e-05,1.92932e-05
96,7295.96,0.38327,0.24083,0.99605,0.91091,0.87997,0.93604,0.81119,0.58915,0.49711,1.10369,1.6541e-05,1.6541e-05,1.6541e-05
97,7373.46,0.37764,0.24126,0.98843,0.92958,0.87087,0.93534,0.80925,0.58572,0.49514,1.10201,1.37888e-05,1.37888e-05,1.37888e-05
98,7454.37,0.37229,0.23662,0.98777,0.93582,0.87498,0.93887,0.8142,0.57684,0.48872,1.09237,1.10366e-05,1.10366e-05,1.10366e-05
99,7532.8,0.36851,0.2318,0.9844,0.94212,0.8761,0.93983,0.81831,0.57272,0.48328,1.08835,8.2844e-06,8.2844e-06,8.2844e-06
100,7608.04,0.37501,0.23146,0.99145,0.94663,0.87365,0.94131,0.81915,0.57553,0.4795,1.09259,5.5322e-06,5.5322e-06,5.5322e-06
